"","country","date","continent","population","vaccines","total_vaccinations_per_hundred","value","n_tweets"
"5239","Curacao",2021-01-21,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5240","Curacao",2021-01-22,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5241","Curacao",2021-01-23,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5242","Curacao",2021-01-24,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5243","Curacao",2021-01-25,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5244","Curacao",2021-01-26,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5245","Curacao",2021-01-27,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5246","Curacao",2021-01-28,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5247","Curacao",2021-01-29,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5248","Curacao",2021-01-30,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5249","Curacao",2021-01-31,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5250","Curacao",2021-02-01,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5251","Curacao",2021-02-02,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5252","Curacao",2021-02-03,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5253","Curacao",2021-02-04,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5254","Curacao",2021-02-05,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5255","Curacao",2021-02-06,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5256","Curacao",2021-02-07,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5257","Curacao",2021-02-08,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5258","Curacao",2021-02-09,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5259","Curacao",2021-02-10,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5260","Curacao",2021-02-11,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5261","Curacao",2021-02-12,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5262","Curacao",2021-02-13,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5263","Curacao",2021-02-14,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5264","Curacao",2021-02-15,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5265","Curacao",2021-02-16,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5266","Curacao",2021-02-17,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5267","Curacao",2021-02-18,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5268","Curacao",2021-02-19,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5269","Curacao",2021-02-20,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5270","Curacao",2021-02-21,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5271","Curacao",2021-02-22,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5272","Curacao",2021-02-23,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5273","Curacao",2021-02-24,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5274","Curacao",2021-02-25,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5275","Curacao",2021-02-26,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5276","Curacao",2021-02-27,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5277","Curacao",2021-02-28,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5278","Curacao",2021-03-01,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5279","Curacao",2021-03-02,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5280","Curacao",2021-03-03,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5281","Curacao",2021-03-04,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5282","Curacao",2021-03-05,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5283","Curacao",2021-03-06,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5284","Curacao",2021-03-07,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5285","Curacao",2021-03-08,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5286","Curacao",2021-03-09,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5287","Curacao",2021-03-10,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5288","Curacao",2021-03-11,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5289","Curacao",2021-03-12,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5290","Curacao",2021-03-13,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5291","Curacao",2021-03-14,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5292","Curacao",2021-03-15,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5293","Curacao",2021-03-16,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5294","Curacao",2021-03-17,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5295","Curacao",2021-03-18,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5296","Curacao",2021-03-19,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5297","Curacao",2021-03-20,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5298","Curacao",2021-03-21,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5299","Curacao",2021-03-22,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5300","Curacao",2021-03-23,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5301","Curacao",2021-03-24,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5302","Curacao",2021-03-25,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5303","Curacao",2021-03-26,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5304","Curacao",2021-03-27,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5305","Curacao",2021-03-28,"Americas",164211,"Moderna, Pfizer/BioNTech",0,0,1
"5306","Curacao",2021-03-29,"Americas",164211,"Moderna, Pfizer/BioNTech",11.94,0,1
"5307","Curacao",2021-03-30,"Americas",164211,"Moderna, Pfizer/BioNTech",12.47,0,1
"5308","Curacao",2021-03-31,"Americas",164211,"Moderna, Pfizer/BioNTech",13.02,0,1
"5309","Curacao",2021-04-01,"Americas",164211,"Moderna, Pfizer/BioNTech",13.6,0,1
"5310","Curacao",2021-04-02,"Americas",164211,"Moderna, Pfizer/BioNTech",14.24,0,1
"5311","Curacao",2021-04-03,"Americas",164211,"Moderna, Pfizer/BioNTech",14.93,0,1
"5312","Curacao",2021-04-04,"Americas",164211,"Moderna, Pfizer/BioNTech",15.64,0,1
"5313","Curacao",2021-04-05,"Americas",164211,"Moderna, Pfizer/BioNTech",17.13,0,1
"5314","Curacao",2021-04-06,"Americas",164211,"Moderna, Pfizer/BioNTech",18.39,0,1
"5315","Curacao",2021-04-07,"Americas",164211,"Moderna, Pfizer/BioNTech",19.69,0,1
"5316","Curacao",2021-04-08,"Americas",164211,"Moderna, Pfizer/BioNTech",20.78,0,1
"5317","Curacao",2021-04-09,"Americas",164211,"Moderna, Pfizer/BioNTech",22.45,0,1
"5318","Curacao",2021-04-10,"Americas",164211,"Moderna, Pfizer/BioNTech",24.75,0,1
"5319","Curacao",2021-04-11,"Americas",164211,"Moderna, Pfizer/BioNTech",26.24,0,1
"5320","Curacao",2021-04-12,"Americas",164211,"Moderna, Pfizer/BioNTech",27.86,0,1
"5321","Curacao",2021-04-13,"Americas",164211,"Moderna, Pfizer/BioNTech",30.4,0,1
"5322","Curacao",2021-04-14,"Americas",164211,"Moderna, Pfizer/BioNTech",32.59,0,1
"5323","Curacao",2021-04-15,"Americas",164211,"Moderna, Pfizer/BioNTech",35.43,0,1
"5324","Curacao",2021-04-16,"Americas",164211,"Moderna, Pfizer/BioNTech",37.17,0,1
"5325","Curacao",2021-04-17,"Americas",164211,"Moderna, Pfizer/BioNTech",39.25,0,1
"5326","Curacao",2021-04-18,"Americas",164211,"Moderna, Pfizer/BioNTech",41.24,0,1
"5327","Curacao",2021-04-19,"Americas",164211,"Moderna, Pfizer/BioNTech",41.87,0,1
"5328","Curacao",2021-04-20,"Americas",164211,"Moderna, Pfizer/BioNTech",43.83,0,1
"5329","Curacao",2021-04-21,"Americas",164211,"Moderna, Pfizer/BioNTech",45.57,0,1
"5330","Curacao",2021-04-22,"Americas",164211,"Moderna, Pfizer/BioNTech",47.31,0,1
"5331","Cyprus",2020-12-14,"Asia",1208886,"Pfizer/BioNTech",0,1,2
"5332","Cyprus",2020-12-15,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5333","Cyprus",2020-12-16,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5334","Cyprus",2020-12-17,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5335","Cyprus",2020-12-18,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5336","Cyprus",2020-12-19,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5337","Cyprus",2020-12-20,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5338","Cyprus",2020-12-21,"Asia",1208886,"Pfizer/BioNTech",0,-2.5,1
"5339","Cyprus",2020-12-22,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5340","Cyprus",2020-12-23,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5341","Cyprus",2020-12-24,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5342","Cyprus",2020-12-25,"Asia",1208886,"Pfizer/BioNTech",0,-3,1
"5343","Cyprus",2020-12-26,"Asia",1208886,"Pfizer/BioNTech",0,0,2
"5344","Cyprus",2020-12-27,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5345","Cyprus",2020-12-28,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5346","Cyprus",2020-12-29,"Asia",1208886,"Pfizer/BioNTech",0,-2,2
"5347","Cyprus",2020-12-30,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5348","Cyprus",2020-12-31,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5349","Cyprus",2021-01-01,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5350","Cyprus",2021-01-02,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5351","Cyprus",2021-01-03,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5352","Cyprus",2021-01-04,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5353","Cyprus",2021-01-05,"Asia",1208886,"Pfizer/BioNTech",0,0,1
"5354","Cyprus",2021-01-06,"Asia",1208886,"Pfizer/BioNTech",0.32,0,1
"5355","Cyprus",2021-01-07,"Asia",1208886,"Pfizer/BioNTech",0.37,0,1
"5356","Cyprus",2021-01-08,"Asia",1208886,"Pfizer/BioNTech",0.41,0,1
"5357","Cyprus",2021-01-09,"Asia",1208886,"Pfizer/BioNTech",0.46,0,1
"5358","Cyprus",2021-01-10,"Asia",1208886,"Pfizer/BioNTech",0.5,0,1
"5359","Cyprus",2021-01-11,"Asia",1208886,"Pfizer/BioNTech",0.55,0,1
"5360","Cyprus",2021-01-12,"Asia",1208886,"Pfizer/BioNTech",0.59,0,1
"5361","Cyprus",2021-01-13,"Asia",1208886,"Pfizer/BioNTech",0.64,0,1
"5362","Cyprus",2021-01-14,"Asia",1208886,"Pfizer/BioNTech",0.7,0,1
"5363","Cyprus",2021-01-15,"Asia",1208886,"Pfizer/BioNTech",0.75,-1,1
"5364","Cyprus",2021-01-16,"Asia",1208886,"Pfizer/BioNTech",0.85,0,1
"5365","Cyprus",2021-01-17,"Asia",1208886,"Pfizer/BioNTech",0.91,0,1
"5366","Cyprus",2021-01-18,"Asia",1208886,"Pfizer/BioNTech",0.97,0,1
"5367","Cyprus",2021-01-19,"Asia",1208886,"Pfizer/BioNTech",1.05,0,1
"5368","Cyprus",2021-01-20,"Asia",1208886,"Pfizer/BioNTech",1.12,0,1
"5369","Cyprus",2021-01-21,"Asia",1208886,"Pfizer/BioNTech",1.2,0,1
"5370","Cyprus",2021-01-22,"Asia",1208886,"Pfizer/BioNTech",1.29,0,1
"5371","Cyprus",2021-01-23,"Asia",1208886,"Pfizer/BioNTech",1.47,0,1
"5372","Cyprus",2021-01-24,"Asia",1208886,"Pfizer/BioNTech",1.56,0,1
"5373","Cyprus",2021-01-25,"Asia",1208886,"Pfizer/BioNTech",1.65,0,1
"5374","Cyprus",2021-01-26,"Asia",1208886,"Pfizer/BioNTech",1.74,0,1
"5375","Cyprus",2021-01-27,"Asia",1208886,"Pfizer/BioNTech",1.83,0,1
"5376","Cyprus",2021-01-28,"Asia",1208886,"Pfizer/BioNTech",1.92,0,1
"5377","Cyprus",2021-01-29,"Asia",1208886,"Pfizer/BioNTech",2.01,0,1
"5378","Cyprus",2021-01-30,"Asia",1208886,"Pfizer/BioNTech",2.11,0,1
"5379","Cyprus",2021-01-31,"Asia",1208886,"Pfizer/BioNTech",2.2,0,1
"5380","Cyprus",2021-02-01,"Asia",1208886,"Pfizer/BioNTech",2.29,0,1
"5381","Cyprus",2021-02-02,"Asia",1208886,"Pfizer/BioNTech",2.38,0,1
"5382","Cyprus",2021-02-03,"Asia",1208886,"Pfizer/BioNTech",2.47,0,1
"5383","Cyprus",2021-02-04,"Asia",1208886,"Pfizer/BioNTech",2.56,0,1
"5384","Cyprus",2021-02-05,"Asia",1208886,"Pfizer/BioNTech",2.65,-3,1
"5385","Cyprus",2021-02-06,"Asia",1208886,"Pfizer/BioNTech",2.72,0,1
"5386","Cyprus",2021-02-07,"Asia",1208886,"Pfizer/BioNTech",2.81,0,1
"5387","Cyprus",2021-02-08,"Asia",1208886,"Pfizer/BioNTech",2.91,0,1
"5388","Cyprus",2021-02-09,"Asia",1208886,"Pfizer/BioNTech",3.02,2,1
"5389","Cyprus",2021-02-10,"Asia",1208886,"Pfizer/BioNTech",3.13,1,2
"5390","Cyprus",2021-02-11,"Asia",1208886,"Pfizer/BioNTech",3.26,0,1
"5391","Cyprus",2021-02-12,"Asia",1208886,"Pfizer/BioNTech",3.39,0,1
"5392","Cyprus",2021-02-13,"Asia",1208886,"Pfizer/BioNTech",3.68,0,1
"5393","Cyprus",2021-02-14,"Asia",1208886,"Pfizer/BioNTech",3.81,0,1
"5394","Cyprus",2021-02-15,"Asia",1208886,"Pfizer/BioNTech",3.95,0,1
"5395","Cyprus",2021-02-16,"Asia",1208886,"Pfizer/BioNTech",4.09,-1,1
"5396","Cyprus",2021-02-17,"Asia",1208886,"Pfizer/BioNTech",4.24,0,1
"5397","Cyprus",2021-02-18,"Asia",1208886,"Pfizer/BioNTech",4.38,0,1
"5398","Cyprus",2021-02-19,"Asia",1208886,"Pfizer/BioNTech",4.52,0,1
"5399","Cyprus",2021-02-20,"Asia",1208886,"Pfizer/BioNTech",4.7,0,1
"5400","Cyprus",2021-02-21,"Asia",1208886,"Pfizer/BioNTech",4.85,0,1
"5401","Cyprus",2021-02-22,"Asia",1208886,"Pfizer/BioNTech",5.02,0,1
"5402","Cyprus",2021-02-23,"Asia",1208886,"Pfizer/BioNTech",5.34,0,1
"5403","Cyprus",2021-02-24,"Asia",1208886,"Pfizer/BioNTech",5.54,0,1
"5404","Cyprus",2021-02-25,"Asia",1208886,"Pfizer/BioNTech",5.77,0,1
"5405","Cyprus",2021-02-26,"Asia",1208886,"Pfizer/BioNTech",6.3,0,1
"5406","Cyprus",2021-02-27,"Asia",1208886,"Pfizer/BioNTech",6.56,0,1
"5407","Cyprus",2021-02-28,"Asia",1208886,"Pfizer/BioNTech",6.82,0,1
"5408","Cyprus",2021-03-01,"Asia",1208886,"Pfizer/BioNTech",7.08,0,1
"5409","Cyprus",2021-03-02,"Asia",1208886,"Pfizer/BioNTech",7.34,0,1
"5410","Cyprus",2021-03-03,"Asia",1208886,"Pfizer/BioNTech",7.58,0,1
"5411","Cyprus",2021-03-04,"Asia",1208886,"Pfizer/BioNTech",7.81,0,1
"5412","Cyprus",2021-03-05,"Asia",1208886,"Pfizer/BioNTech",8.02,0,1
"5413","Cyprus",2021-03-06,"Asia",1208886,"Pfizer/BioNTech",8.23,0,1
"5414","Cyprus",2021-03-07,"Asia",1208886,"Pfizer/BioNTech",8.23,0,1
"5415","Cyprus",2021-03-08,"Asia",1208886,"Pfizer/BioNTech",8.42,0,1
"5416","Cyprus",2021-03-09,"Asia",1208886,"Pfizer/BioNTech",8.63,0,1
"5417","Cyprus",2021-03-10,"Asia",1208886,"Pfizer/BioNTech",8.83,0,1
"5418","Cyprus",2021-03-11,"Asia",1208886,"Pfizer/BioNTech",9.03,0,1
"5419","Cyprus",2021-03-12,"Asia",1208886,"Pfizer/BioNTech",9.23,0,1
"5420","Cyprus",2021-03-13,"Asia",1208886,"Pfizer/BioNTech",9.42,0,1
"5421","Cyprus",2021-03-14,"Asia",1208886,"Pfizer/BioNTech",9.62,0,1
"5422","Cyprus",2021-03-15,"Asia",1208886,"Pfizer/BioNTech",9.81,0,1
"5423","Cyprus",2021-03-16,"Asia",1208886,"Pfizer/BioNTech",10,2,1
"5424","Cyprus",2021-03-17,"Asia",1208886,"Pfizer/BioNTech",10.19,2,1
"5425","Cyprus",2021-03-18,"Asia",1208886,"Pfizer/BioNTech",10.38,0,3
"5426","Cyprus",2021-03-19,"Asia",1208886,"Pfizer/BioNTech",10.58,0,1
"5427","Cyprus",2021-03-20,"Asia",1208886,"Pfizer/BioNTech",10.71,0,1
"5428","Cyprus",2021-03-21,"Asia",1208886,"Pfizer/BioNTech",10.9,-1,2
"5429","Cyprus",2021-03-22,"Asia",1208886,"Pfizer/BioNTech",11.09,0.5,1
"5430","Cyprus",2021-03-23,"Asia",1208886,"Pfizer/BioNTech",11.28,0,1
"5431","Cyprus",2021-03-24,"Asia",1208886,"Pfizer/BioNTech",11.47,0,1
"5432","Cyprus",2021-03-25,"Asia",1208886,"Pfizer/BioNTech",11.66,0,1
"5433","Cyprus",2021-03-26,"Asia",1208886,"Pfizer/BioNTech",11.85,2,1
"5434","Cyprus",2021-03-27,"Asia",1208886,"Pfizer/BioNTech",12.04,0,1
"5435","Cyprus",2021-03-28,"Asia",1208886,"Pfizer/BioNTech",12.23,0,1
"5436","Cyprus",2021-03-29,"Asia",1208886,"Pfizer/BioNTech",12.42,0,1
"5437","Cyprus",2021-03-30,"Asia",1208886,"Pfizer/BioNTech",12.61,0,1
"5438","Cyprus",2021-03-31,"Asia",1208886,"Pfizer/BioNTech",12.8,0,1
"5439","Cyprus",2021-04-01,"Asia",1208886,"Pfizer/BioNTech",12.99,0,1
"5440","Cyprus",2021-04-02,"Asia",1208886,"Pfizer/BioNTech",13.18,0,1
"5441","Cyprus",2021-04-03,"Asia",1208886,"Pfizer/BioNTech",13.36,0,1
"5442","Cyprus",2021-04-04,"Asia",1208886,"Pfizer/BioNTech",13.56,0,1
"5443","Cyprus",2021-04-05,"Asia",1208886,"Pfizer/BioNTech",13.78,0,1
"5444","Cyprus",2021-04-06,"Asia",1208886,"Pfizer/BioNTech",14,0,1
"5445","Cyprus",2021-04-07,"Asia",1208886,"Pfizer/BioNTech",14.45,0,1
"5446","Cyprus",2021-04-08,"Asia",1208886,"Pfizer/BioNTech",14.7,-1.5,1
"5447","Cyprus",2021-04-09,"Asia",1208886,"Pfizer/BioNTech",15.16,0,2
"5448","Cyprus",2021-04-10,"Asia",1208886,"Pfizer/BioNTech",15.45,0,1
"5449","Cyprus",2021-04-11,"Asia",1208886,"Pfizer/BioNTech",15.73,0,1
"5450","Cyprus",2021-04-12,"Asia",1208886,"Pfizer/BioNTech",16,0,1
"5451","Cyprus",2021-04-13,"Asia",1208886,"Pfizer/BioNTech",16.27,0,1
"5452","Cyprus",2021-04-14,"Asia",1208886,"Pfizer/BioNTech",16.54,0,1
"5453","Cyprus",2021-04-15,"Asia",1208886,"Pfizer/BioNTech",16.78,0,1
"5454","Cyprus",2021-04-16,"Asia",1208886,"Pfizer/BioNTech",16.78,0,1
"5455","Cyprus",2021-04-17,"Asia",1208886,"Pfizer/BioNTech",16.99,0,1
"5456","Cyprus",2021-04-18,"Asia",1208886,"Pfizer/BioNTech",17.25,0,1
"5457","Cyprus",2021-04-19,"Asia",1208886,"Pfizer/BioNTech",17.76,0,1
"5458","Cyprus",2021-04-20,"Asia",1208886,"Pfizer/BioNTech",18.17,0,1
"5459","Cyprus",2021-04-21,"Asia",1208886,"Pfizer/BioNTech",18.17,0,1
"5460","Cyprus",2021-04-22,"Asia",1208886,"Pfizer/BioNTech",18.17,0,1
"5461","Czechia",2020-12-14,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0,0,1
"5462","Czechia",2020-12-15,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0,0,1
"5463","Czechia",2020-12-16,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0,0,1
"5464","Czechia",2020-12-17,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0,0,1
"5465","Czechia",2020-12-18,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0,0,1
"5466","Czechia",2020-12-19,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0,0,1
"5467","Czechia",2020-12-20,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0,0,1
"5468","Czechia",2020-12-21,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0,0,1
"5469","Czechia",2020-12-22,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0,0,1
"5470","Czechia",2020-12-23,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0,0,1
"5471","Czechia",2020-12-24,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0,0,1
"5472","Czechia",2020-12-25,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0,0,1
"5473","Czechia",2020-12-26,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0,0,1
"5474","Czechia",2020-12-27,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.01,0,1
"5475","Czechia",2020-12-28,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.03,0,1
"5476","Czechia",2020-12-29,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.07,0,1
"5477","Czechia",2020-12-30,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.1,0,1
"5478","Czechia",2020-12-31,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.11,0,1
"5479","Czechia",2021-01-01,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.11,0,1
"5480","Czechia",2021-01-02,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.12,0,1
"5481","Czechia",2021-01-03,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.13,0,1
"5482","Czechia",2021-01-04,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.17,0,1
"5483","Czechia",2021-01-05,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.21,0,1
"5484","Czechia",2021-01-06,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.26,0,1
"5485","Czechia",2021-01-07,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.34,0,1
"5486","Czechia",2021-01-08,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.43,0,1
"5487","Czechia",2021-01-09,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.45,0,1
"5488","Czechia",2021-01-10,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.46,0,1
"5489","Czechia",2021-01-11,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.56,0,1
"5490","Czechia",2021-01-12,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.68,0,1
"5491","Czechia",2021-01-13,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.81,0,1
"5492","Czechia",2021-01-14,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.95,0,1
"5493","Czechia",2021-01-15,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1.08,0,1
"5494","Czechia",2021-01-16,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1.11,0,1
"5495","Czechia",2021-01-17,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1.14,0,1
"5496","Czechia",2021-01-18,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1.27,0,1
"5497","Czechia",2021-01-19,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1.41,0,1
"5498","Czechia",2021-01-20,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1.56,0,1
"5499","Czechia",2021-01-21,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1.72,0,1
"5500","Czechia",2021-01-22,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1.87,0,1
"5501","Czechia",2021-01-23,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1.91,0,1
"5502","Czechia",2021-01-24,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1.94,0,1
"5503","Czechia",2021-01-25,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2.06,0,1
"5504","Czechia",2021-01-26,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2.19,2,1
"5505","Czechia",2021-01-27,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2.32,0,1
"5506","Czechia",2021-01-28,"Europe",10712481,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2.44,0,1
